name,designer,artist,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,year,average_rating
Guillotine,Paul Peterson,"Quinton Hoover, Mike Raabe",2,5,30,30,30,12,1.27,21000,4900,Family,"['Card Game', 'Humor']","['Hand Management', 'Open Drafting', 'Set Collection', 'Take That']",1998.0,6.5
Modern Art,Reiner Knizia,"Carole Carrion, Manuel Carvalho, Chen Cheng-po, Mike Doyle (I) + 8 more",3,5,45,45,45,10,2.29,22000,5200,Strategy,"['Card Game', 'Economic']","['Auction: English', 'Auction: Once Around', 'Auction: Sealed Bid', 'Auction: Turn Order Until Pass', 'Auction/Bidding', '+ 3 more']",1992.0,7.5
Kingdoms,Reiner Knizia,"Kevin Childress, Anders Finér, Eric Lofgren, Henning Ludvigsen + 3 more",2,4,45,45,45,9,1.84,5000,1600,"Abstract,  Strategy","['Abstract Strategy', 'Fantasy', 'Medieval']",['Tile Placement'],1994.0,6.7
Ta Yü,Niek Neuwahl,"Dirk Hoffmann, Claus Stephan",2,4,30,45,37,10,2.07,1500,559,Abstract,['Abstract Strategy'],"['Connections', 'Team-Based Game', 'Tile Placement']",1999.0,7.0
Hoity Toity,Klaus Teuber,"Leif Åbjörnsson, Tanja Donner, Ritva Hussain-Shahid, Michaela Kienle + 2 more",2,5,45,45,45,12,1.87,5300,2000,Family,['Bluffing'],"['Rock-Paper-Scissors', 'Set Collection', 'Simultaneous Action Selection']",1990.0,6.5
Dune,"Bill Eberle, Jack Kittredge, Peter Olotka","Jean Baer, Linda Bound, Fabrice Lamy, Christophe Peulvast + 3 more",2,6,60,180,120,12,3.44,5800,2000,"Strategy,  Thematic","['Bluffing', 'Fighting', 'Negotiation', 'Novel-based', 'Political', 'Science Fiction']","['Alliances', 'Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Force Commitment', '+ 4 more']",1979.0,7.6
Quo Vadis?,Reiner Knizia,"Pete Fenlon, Jason Hawkins, Jessica Ney, Franz Vohwinkel, Stephen Graham Walsh",3,5,45,45,45,12,2.08,2300,833,Strategy,"['Ancient', 'Negotiation', 'Political']","['Negotiation', 'Point to Point Movement', 'Trading', 'Voting']",1992.0,6.5
Green Thumb Cards,(Uncredited),(Uncredited),2,5,45,45,45,7,1.2,29,13,Uncategorized,['Card Game'],"['Set Collection', 'Take That']",1996.0,7.3
Primordial Soup,"Doris Matthäus, Frank Nestel",Doris Matthäus,3,4,90,90,90,12,2.73,4700,1500,Strategy,['Prehistoric'],"['Bias', 'Dice Rolling', 'Grid Movement', 'Variable Player Powers']",1997.0,6.9
Money!,Reiner Knizia,"Paul Niemeyer, Cristal Portau, Marek Szyszko, Franz Vohwinkel",3,5,30,30,30,10,1.54,2900,958,Family,['Card Game'],"['Auction/Bidding', 'Set Collection', 'Simultaneous Action Selection']",1999.0,6.5
The Really Nasty Horse Racing Game,Simon Knock,(Uncredited),2,6,90,90,90,12,1.66,856,311,Party,"['Animals', 'Racing', 'Sports']","['Betting and Bluffing', 'Roll / Spin and Move']",1989.0,6.3
Take it Easy!,Peter Burley,"Peter Burley, Alexander Strohmaier, Steve Tolley, Franz Vohwinkel, Thomas Weiss",1,8,20,20,20,10,1.48,3100,925,"Abstract,  Family","['Abstract Strategy', 'Puzzle']","['Bingo', 'Pattern Building', 'Tile Placement']",1983.0,6.6
Iron Dragon,"Darwin Bromley, Tom Wham","Javier González Cava, Larry Elmore, Chris Vande Voort",2,6,240,240,240,12,2.93,1700,577,Strategy,"['Fantasy', 'Trains', 'Transportation']","['Crayon Rail System', 'Hexagon Grid', 'Multiple Maps', 'Network and Route Building', 'Pick-up and Deliver']",1994.0,7.0
Princess Ryan's Star Marines,Mark McLaughlin,"Larry Elmore, Kurt Miller",1,6,120,120,120,10,2.44,218,123,"Thematic,  Wargames","['Deduction', 'Science Fiction']","['Cooperative Game', 'Simultaneous Action Selection', 'Variable Player Powers']",1997.0,5.4
Caesar & Cleopatra,Wolfgang Lüdtke,Franz Vohwinkel,2,2,60,60,60,10,1.91,4600,1400,Strategy,"['Ancient', 'Bluffing', 'Card Game']","['Area Majority / Influence', 'Hand Management', 'Set Collection']",1997.0,6.4
Frischfleisch,Friedemann Friese,"Lars-Arne ""Maura"" Kalusky",2,6,120,120,120,18,2.55,156,63,Strategy,"['Exploration', 'Horror']",['Modular Board'],1999.0,6.1
Cape Horn,Thorsten Gimmler,"Anke Pohl, Thilo Rick, Claus Stephan",3,5,45,60,52,12,2.02,561,232,"Family,  Strategy","['Nautical', 'Racing']",['Tile Placement'],1999.0,6.0
Robin Hood,Klaus Palesch,Oliver Freudenreich,3,6,30,30,30,8,1.6,85,32,Uncategorized,['Card Game'],['Roll / Spin and Move'],1999.0,5.4
Kontor,Michael Schacht,"Olivier Frot, Franz Vohwinkel",2,4,60,60,60,12,2.2,817,318,Strategy,"['City Building', 'Nautical', 'Renaissance']","['Area Majority / Influence', 'Commodity Speculation', 'Map Addition', 'Square Grid', 'Take That', '+ 2 more']",1999.0,6.0
Hoax,"Bill Eberle, Edward Horn, Jr., Jack Kittredge, Peter Olotka",Linda Bound,3,12,45,45,45,10,1.35,227,108,"Party,  Strategy","['Bluffing', 'Deduction', 'Fantasy', 'Medieval']","['Deduction', 'Hidden Roles', 'Voting']",1981.0,5.9
Pass the Bomb,"Sylvie Barc, Roger Heyworth, Los Rodriguez, Juan Rodriguez","Sylvie Barc, Patrick Fix, G. Husner, Simon Roberts, Juan Rodriguez",2,10,20,20,20,12,1.3,1600,415,Party,"['Electronic', 'Party Game', 'Real-time', 'Word Game']","['Dice Rolling', 'Hot Potato']",1994.0,5.8
Pit,"Edgar Cayce, Harry Gavitt, George S. Parker","Randy Asher, Paul Couture, Olivier Fagnère, Nick the Rat + 4 more",3,8,30,90,60,7,1.16,9300,2800,"Family,  Party","['Card Game', 'Economic', 'Party Game']","['Commodity Speculation', 'Negotiation', 'Real-Time', 'Set Collection', 'Trading']",1903.0,6.4
Andromeda,Alan R. Moon,Doris Matthäus,3,5,60,60,60,10,2.23,1300,496,"Family,  Strategy","['Science Fiction', 'Space Exploration', 'Territory Building']","['Area Majority / Influence', 'Set Collection', 'Trading']",1999.0,6.4
Vino,Christwart Conrad,Franz Vohwinkel,3,5,90,90,90,12,2.98,687,260,Strategy,['Economic'],"['Area Majority / Influence', 'Commodity Speculation', 'Simultaneous Action Selection']",1999.0,6.4
Wortelboer,"Gerard Mulder, Johan Schuyl",Sander ten Napel,2,4,30,30,30,9,1.0,16,14,Uncategorized,"['Animals', 'Card Game']",['Take That'],1999.0,4.2
Metropolis,Sid Sackson,(Uncredited),2,5,90,90,90,16,2.24,374,143,"Family,  Strategy","['City Building', 'Negotiation']",['Roll / Spin and Move'],1984.0,6.3
Elfenwizards,Alan R. Moon,Doris Matthäus,3,6,90,90,90,10,2.3,110,66,Uncategorized,['Negotiation'],['Dice Rolling'],1995.0,6.2
Buy Low Sell High,Reiner Knizia,"Miles Germer, Alvin Madden",2,4,60,60,60,12,1.99,890,401,Family,['Economic'],['Commodity Speculation'],1996.0,6.1
Crude: The Oil Game,James J. St. Laurent,William Bricker,2,4,90,90,90,13,2.75,1100,423,Strategy,"['Economic', 'Industry / Manufacturing']","['Commodity Speculation', 'Dice Rolling', 'Random Production', 'Tile Placement']",1974.0,6.7
Die Glücksritter,Klaus Kreowski,Nicholas Price,3,6,60,60,60,8,1.73,137,50,Uncategorized,"['Bluffing', 'Medieval']","['Rock-Paper-Scissors', 'Simultaneous Action Selection']",1999.0,5.7
PitchCar,Jean du Poël,Jean du Poël,2,8,30,30,30,6,1.13,11000,2800,"Family,  Party","['Action / Dexterity', ""Children's Game"", 'Party Game', 'Racing', 'Sports']","['Flicking', 'Modular Board', 'Race']",1995.0,7.3
Piratenbillard,Reinhold Wittig,"Franz Vohwinkel, Reinhold Wittig",2,4,15,15,15,8,1.24,427,142,Family,"['Action / Dexterity', 'Pirates']",['Roll / Spin and Move'],1989.0,6.6
Mü & More,"Doris Matthäus, Frank Nestel",Doris Matthäus,2,8,60,60,60,11,2.55,1900,810,Strategy,"['Card Game', 'Game System']","['Bids As Wagers', 'Team-Based Game', 'Trick-taking']",1995.0,7.2
Take 5!,Wolfgang Kramer,Franz Vohwinkel,2,6,60,60,60,10,1.46,2400,487,Family,"['Card Game', 'Number']",['Hand Management'],1998.0,6.5
Was sticht?,Karl-Heinz Schmiel,Ralf E. Kahlert,3,4,60,60,60,12,2.4,665,249,"Family,  Strategy","['Card Game', 'Deduction']","['Open Drafting', 'Trick-taking']",1993.0,7.0
Wildlife Adventure,"Wolfgang Kramer, Ursula Kramer",Gerhard Schmid,2,6,60,60,60,10,1.88,615,259,Family,"['Animals', 'Exploration', 'Transportation']","['Network and Route Building', 'Point to Point Movement']",1985.0,6.8
Union vs. Central,Dieter Danziger,Dieter Danziger,2,2,360,360,360,12,3.75,110,52,Strategy,"['American West', 'Card Game', 'Economic', 'Trains', 'Transportation']","['Hand Management', 'Pick-up and Deliver']",1999.0,6.8
Eurorails,"Darwin Bromley, Steven Courtemanche, Larry Roznai","Mike Atkinson, Maria Cabardo, Ike Scott, Stefan Sierhej",2,6,180,240,210,10,2.74,1800,615,Strategy,"['Economic', 'Trains', 'Transportation']","['Connections', 'Crayon Rail System', 'Hexagon Grid', 'Network and Route Building', 'Pick-up and Deliver']",1990.0,7.1
Elfengold,Alan R. Moon,Doris Matthäus,2,6,120,120,120,10,2.59,655,278,Strategy,"['Expansion for Base-game', 'Fantasy', 'Transportation']","['Auction/Bidding', 'Hand Management', 'Point to Point Movement']",1999.0,7.0
The Awful Green Things From Outer Space,Tom Wham,"Carl Anderson, Jeffrey D. George, Beverly Hale, Tom Wham",2,2,60,90,75,12,1.88,2600,1200,Thematic,"['Science Fiction', 'Wargame']","['Area Movement', 'Dice Rolling', 'Movement Points', 'Simulation', 'Variable Player Powers', 'Variable Set-up']",1979.0,6.5
Balderdash,"Laura Robinson, Paul Toyne",Búi Kristjánsson,2,6,60,60,60,12,1.41,6200,1700,Party,"['Bluffing', 'Party Game', 'Word Game']","['Paper-and-Pencil', 'Voting']",1984.0,6.5
"Before I Kill You, Mister Spy...",James Ernest,"James Ernest, Cheyenne Wright",2,6,30,30,30,12,1.27,1200,554,"Family,  Thematic","['Card Game', 'Spies/Secret Agents']",['Push Your Luck'],1996.0,5.4
Black Box,Eric Solomon,Franz-Josef Schulte,1,2,20,20,20,10,2.07,883,391,Abstract,"['Abstract Strategy', 'Deduction', 'Puzzle']","['Line Drawing', 'Pattern Recognition', 'Secret Unit Deployment']",1977.0,6.4
Black Death,Greg Porter,Darrell Midgette,2,6,120,120,120,9,1.85,140,66,Uncategorized,"['Medical', 'Medieval']","['Action Points', 'Dice Rolling', 'Point to Point Movement', 'Simulation', 'Variable Player Powers']",1993.0,5.7
Empire Builder,"Darwin Bromley, Bill Fawcett","Peter Y. Bromley, Jim Clouse, Morgan Dontanville, Pete Fenlon + 6 more",2,6,180,180,180,12,2.63,3000,1100,Strategy,"['Economic', 'Trains', 'Transportation']","['Connections', 'Crayon Rail System', 'Hexagon Grid', 'Movement Points', 'Network and Route Building', 'Pick-up and Deliver']",1982.0,7.0
En Garde,Reiner Knizia,Pierô,2,2,20,30,25,8,1.39,1700,641,Family,"['Card Game', 'Sports']","['Hand Management', 'Tug of War']",1993.0,6.5
Family Business,David B. Bromley,"Mark Bromley, David B. Bromley, Antonio Dessi, Franck Dion + 2 more",2,6,30,30,30,8,1.32,4200,1300,"Family,  Thematic","['Card Game', 'Mafia']","['Hand Management', 'Player Elimination', 'Take That']",1982.0,6.1
Formula Dé,"Laurent Lavaur, Eric Randall","Bernard Bittler, Elisabeth Daniel, Babbette Huckaba, Guillaume Rohmer",2,10,120,120,120,10,1.96,7900,2200,Thematic,"['Racing', 'Sports']","['Different Dice Movement', 'Grid Movement', 'Player Elimination', 'Push Your Luck', 'Race', '+ 3 more']",1997.0,7.0
For Sale,Stefan Dorra,"Óscar Aguado, Abbas Amirabadi, Mohammad Amir Garoosian, Alvin Madden + 8 more",3,6,30,30,30,10,1.25,30000,6800,Family,"['Card Game', 'Economic']","['Auction: Sealed Bid', 'Auction: Turn Order Until Pass', 'Auction/Bidding', 'Hand Management', 'Selection Order Bid']",1997.0,7.2
T-Rex,"Hanno Kuhn, Wilfried Kuhn",Marcel-André Casasola Merkle,3,5,45,45,45,10,1.91,272,120,Uncategorized,['Card Game'],"['Hand Management', 'Set Collection', 'Trick-taking']",1999.0,5.5
What the Heck?,Alex Randolph,"Marek Bláha, Wilfried Gebhard, Björn Pertoft, Frantz Rey + 2 more",2,5,20,20,20,7,1.17,2400,866,Family,"['Animals', 'Bluffing', 'Card Game']","['Auction: Sealed Bid', 'Simultaneous Action Selection']",1988.0,6.5
Give Me the Brain!,James Ernest,Brian Snoddy,3,8,15,15,15,10,1.27,2200,712,"Family,  Thematic","['Card Game', 'Zombies']","['Action Points', 'Auction/Bidding', 'Hand Management']",1996.0,5.8
Advanced Civilization,"Lauren Banerd, Jim Eliason, Jeff Groteboer, Bruce Harper + 6 more",Rodger B. MacGowan,2,8,360,480,420,12,3.66,3300,1300,Strategy,"['Ancient', 'Civilization', 'Economic', 'Expansion for Base-game', 'Negotiation']","['Area Movement', 'Commodity Speculation', 'Set Collection', 'Trading']",1991.0,8.0
Mole Hill,Reiner Knizia,Néstor Romeral Andrés,2,2,15,15,15,8,1.72,216,93,Abstract,['Abstract Strategy'],"['Enclosure', 'Variable Player Powers']",1997.0,6.0
Nuba,Reiner Knizia,Franz Vohwinkel,2,2,10,10,10,12,2.0,60,24,Abstract,['Abstract Strategy'],"['Grid Movement', 'Square Grid']",1995.0,6.2
Dicke Kartoffeln,"Doris Matthäus, Frank Nestel",Doris Matthäus,2,6,120,120,120,12,3.31,163,55,Strategy,"['Economic', 'Farming']",['Commodity Speculation'],1989.0,6.2
Knights of Charlemagne,Reiner Knizia,"Wesly Gibs, Paul Herbert, Elisa Teague, Franz Vohwinkel",2,4,30,30,30,8,1.42,716,363,Family,"['Card Game', 'Medieval']","['Hand Management', 'Set Collection', 'Team-Based Game']",1995.0,6.4
Risk,"Albert Lamorisse, Michael I. Levin",(Uncredited),2,6,120,120,120,10,2.07,35000,7800,"Family,  Wargames","['Territory Building', 'Wargame']","['Area Movement', 'Dice Rolling', 'Player Elimination', 'Set Collection']",1959.0,5.6
Stonehenge,Reiner Knizia,Torsten Schöps,2,2,15,15,15,10,1.86,139,52,Abstract,['Abstract Strategy'],['Area Majority / Influence'],1994.0,6.3
Pool Position,Thorsten Gimmler,Walter Pepperle,2,5,30,30,30,10,1.73,138,57,Abstract,"['Abstract Strategy', 'Card Game']","['Simultaneous Action Selection', 'Tile Placement']",1999.0,5.7
Devil Bunny Needs a Ham,James Ernest,Scott M. Brown,2,5,30,30,30,8,1.18,714,283,Family,"['Abstract Strategy', 'Dice', 'Print & Play']","['Grid Movement', 'Race', 'Roll / Spin and Move', 'Take That']",1998.0,5.4
Split,David Hoyt,(Uncredited),2,6,30,30,30,12,1.13,198,74,Uncategorized,['Card Game'],"['Pattern Building', 'Point to Point Movement', 'Team-Based Game']",1999.0,5.9
Abracadabra,(Uncredited),"Barbro Hennius, Norman Sommer",2,2,30,180,105,8,3.93,17000,4100,Abstract,['Abstract Strategy'],"['Enclosure', 'Square Grid']",2005.7966974431818,7.6
Die Siedler von Nürnberg,Klaus Teuber,Tanja Donner,3,4,90,90,90,10,2.78,936,294,"Family,  Strategy","['Medieval', 'Negotiation']","['Dice Rolling', 'Hand Management', 'Memory', 'Trading']",1999.0,6.9
Nicht die Bohne!,Horst-Rainer Rösner,"Nikola Kucharska, Wei Li Ng, Björn Pertoft, Thomas Vuarchex, Zhong Zhun",3,6,45,45,45,10,1.35,1100,315,Family,['Card Game'],"['Simultaneous Action Selection', 'Trading']",1999.0,6.3
Fill or Bust,(Uncredited),Christof Tisch,2,10,30,30,30,8,1.16,662,218,Family,['Dice'],"['Dice Rolling', 'Push Your Luck']",1981.0,5.8
Dolce Vita,Reiner Stockhausen,Doris Matthäus,3,5,30,30,30,10,1.69,200,70,Family,['Card Game'],['Auction/Bidding'],1999.0,6.1
NASCAR Champions,Craig Van Ness,(Uncredited),2,5,30,30,30,8,1.1,106,61,Uncategorized,"['Dice', 'Racing', 'Sports']",['Dice Rolling'],1998.0,5.5
Groo: The Game,"Sergio Aragonés, Ken Whitman",Sergio Aragonés,2,4,45,45,45,10,1.5,838,304,Thematic,"['Card Game', 'City Building', 'Comic Book / Strip', 'Fantasy']","['Dice Rolling', 'Take That']",1997.0,6.3
Kremlin,Urs Hostettler,"Res Brandenberger, Clay Gardner, Rasenjin Hayami, Charles Kibler, Ander Plana",3,6,75,75,75,12,2.85,2900,942,"Strategy,  Thematic","['Negotiation', 'Political']",['Voting'],1986.0,7.0
HellRail: Second Perdition,James Kyle,Angelo Porazzi,3,4,75,75,75,13,2.0,95,38,Uncategorized,"['Card Game', 'Trains', 'Transportation']",['Pick-up and Deliver'],1999.0,6.0
Buried Treasure,Sid Sackson,"M. Löffler, Ron Zalme",2,4,30,30,30,10,1.57,245,121,Family,"['Card Game', 'Pirates']",['Set Collection'],1992.0,6.0
Entdecker,Klaus Teuber,"Andreas Steiner, Franz Vohwinkel",2,4,60,60,60,10,2.25,1500,425,"Family,  Strategy",['Exploration'],"['Area Majority / Influence', 'Modular Board', 'Tile Placement']",1996.0,6.4
Manhattan,Andreas Seyfarth,"Jacqui Davis, Jaqui Davis, Ramon Mascarenas, Monika Mucha, Zeilbeck & Natzeck Design Company",2,4,45,45,45,10,1.92,5700,1500,Family,['City Building'],"['Area Majority / Influence', 'Hand Management']",1994.0,6.7
The Rose King,Dirk Henn,"Tanja Donner, Wanjin Gill, Anke Pohl, Thilo Rick + 2 more",2,2,30,30,30,10,1.94,3600,915,Abstract,"['Abstract Strategy', 'Medieval']","['Area Majority / Influence', 'Grid Movement', 'Hand Management', 'Move Through Deck', 'Pattern Building', '+ 4 more']",1992.0,6.8
Skworms,Scott Frisco,(Uncredited),2,4,30,30,30,6,1.0,7,6,Children's,"['Action / Dexterity', ""Children's Game"", 'Horror']","['Roll / Spin and Move', 'Take That']",1997.0,4.0
Targui,"Wil Dijkstra, Ben van Dijk","Wil Dijkstra, Ben van Dijk",2,4,120,120,120,12,2.38,765,200,"Strategy,  Wargames",['Wargame'],"['Modular Board', 'Player Elimination']",1988.0,6.4
Stephenson's Rocket,Reiner Knizia,"Doris Matthäus, Ian O'Toole, TANSAN Inc.",2,4,60,60,60,12,3.06,2900,1100,Strategy,"['Trains', 'Transportation']","['Area Majority / Influence', 'Auction: Once Around', 'Chaining', 'End Game Bonuses', 'Grid Movement', '+ 6 more']",1999.0,6.9
Jalape-NO!,"Michael Kiesling, Wolfgang Kramer","Danny Aldana, Götz Wiedenroth",3,9,45,45,45,10,1.39,219,61,Uncategorized,['Card Game'],['Trick-taking'],1998.0,6.1
Twitch,"Skaff Elias, Richard Garfield, Jim Lin",(Uncredited),3,6,15,15,15,10,1.17,182,70,Uncategorized,"['Action / Dexterity', 'Card Game']",['Roll / Spin and Move'],1998.0,6.1
Ex & Hopp,Rüdiger Dorn,Klaus Wilinski,2,6,30,30,30,10,1.17,70,23,Uncategorized,['Card Game'],['Roll / Spin and Move'],1996.0,5.4
Don Pepe,Dominique Ehrhard,(Uncredited),3,6,30,30,30,8,1.3,544,152,Family,"['Card Game', 'Mafia']",['Roll / Spin and Move'],1999.0,6.2
Times to Remember,Richard Borg,Tony Rochon,2,10,45,45,45,10,1.13,242,100,Party,"['Party Game', 'Trivia']",['Roll / Spin and Move'],1992.0,6.3
Café International,Rudi Hoffmann,"Oliver Freudenreich, J. W. Thompson",2,4,45,60,52,10,1.65,2800,740,Family,['Abstract Strategy'],"['Hand Management', 'Pattern Building', 'Tile Placement']",1989.0,6.2
Tichu,Urs Hostettler,"Kerri Aitken, Christine Alcouffe, Res Brandenberger, François Bruel + 5 more",4,4,60,60,60,10,2.34,15000,3700,Strategy,['Card Game'],"['Hand Management', 'Ladder Climbing', 'Predictive Bid', 'Team-Based Game']",1991.0,7.6
Atlanteon,Reiner Knizia,"Marko Djurdjević, Tobias Mannewitz, Scott Nicely, Brian Schomburg",2,2,30,30,30,12,2.03,741,377,Abstract,"['Abstract Strategy', 'Napoleonic']","['Area Majority / Influence', 'Tile Placement', 'Variable Player Powers']",1992.0,5.8
A la carte,Karl-Heinz Schmiel,"Jochen Eeuwyk, Michael Präpasser, Christof Tisch",2,4,30,30,30,8,1.3,3300,985,Family,['Action / Dexterity'],"['Action Points', 'Dice Rolling', 'Set Collection']",1989.0,6.5
Volle Hütte,Stefan Dorra,Wilfried Gebhard,3,5,30,30,30,12,2.09,172,59,Uncategorized,['Economic'],"['Hand Management', 'Tile Placement']",1997.0,6.1
High-Bid,"Larry Winters, P. Winters","Aspect Annonsbyrå, Stefan Thulin",2,4,25,25,25,12,1.82,290,233,"Family,  Strategy",['Negotiation'],"['Auction/Bidding', 'Set Collection']",1963.0,5.9
High Society,Reiner Knizia,"(Uncredited), Mateusz Bielski, Medusa Dollmaker, Wesly Gibs + 7 more",3,5,15,30,22,10,1.48,13000,3100,Family,['Card Game'],"['Auction: Turn Order Until Pass', 'Auction/Bidding', 'Constrained Bidding', 'Hand Management']",1995.0,7.2
Ikusa,Michael Gray,Steve Argyle,2,5,240,360,300,12,2.95,5200,1900,"Thematic,  Wargames","['Civil War', 'Medieval', 'Territory Building', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Auction: Multiple Lot', 'Auction/Bidding', 'Dice Rolling', 'Simultaneous Action Selection']",1986.0,7.0
Expedition,Wolfgang Kramer,"Jo Hartwig, Marc Margielsky",2,6,90,90,90,10,1.98,1200,416,Family,"['Exploration', 'Transportation', 'Travel']","['Network and Route Building', 'Point to Point Movement']",1996.0,6.8
Space Beans,Uwe Rosenberg,Björn Pertoft,2,6,40,40,40,10,1.38,1500,445,Family,"['Card Game', 'Science Fiction']","['Open Drafting', 'Set Collection']",1999.0,6.1
History of the World,"Gary Dicken, Steve Kendall, Phil Kendall","Charles S. Jarboe, Jr., Steve Kendall, Jason Spiller, David Walker",3,6,135,270,202,12,2.77,4500,1600,"Strategy,  Thematic,  Wargames","['Civilization', '+ 7 more']","['Area Majority / Influence', 'Dice Rolling', 'Hand Management']",1991.0,7.1
Isi,Corné van Moorsel,(Uncredited),2,2,30,30,30,12,2.019507655358751,44,24,Abstract,['Abstract Strategy'],"['Modular Board', 'Network and Route Building']",1999.0,6.6
Icehouse,"John Cooper, Andrew Looney",(Uncredited),3,5,20,20,20,8,2.6,605,295,Abstract,"['Abstract Strategy', 'Real-time']",['Roll / Spin and Move'],1989.0,6.6
Knightmare Chess,"Pierre Cléquin, Bruno Faidutti","Jeff Koke, Gérard Mathieu, Anthony Rezendes, Rogério Vilela",2,2,60,60,60,10,2.6,1400,506,Abstract,"['Abstract Strategy', 'Card Game', 'Expansion for Base-game']",['Grid Movement'],1994.0,6.4
